	DPV0_47	DPV0_48	DPV0_49	DPV0_50	DPV3_47	DPV3_48	DPV3_49	DPV3_50	DPI3_47	DPI3_48	DPI3_49	DPI3_50	DPI6_47	DPI6_48	DPI6_49	DPI6_50	DPI9_47	DPI9_48	DPI9_49	DPI9_50	DPI14_48	DPI14_49	DPI14_50	DPI21_48	DPI21_49	DPI21_50	DPI42_48	DPI42_49	DPI42_50
MT3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1
MT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
MTERF1	0	0	0	0	0	0	0	0	7	2	0	0	6	0	3	0	1	0	1	0	0	2	0	0	0	0	2	0	0
MTMR4	0	0	2	0	5	0	1	1	2	2	1	0	8	0	2	3	13	1	5	0	1	3	0	0	0	0	0	2	0
MTUS1	0	0	0	0	1	0	1	0	0	0	0	0	9	0	2	0	8	0	4	0	0	2	0	0	0	0	0	0	0
MUCL3	0	0	0	0	3	0	0	0	1	1	0	2	12	2	4	0	13	1	6	0	1	5	2	1	1	0	0	0	0
MXD1	7	0	4	5	4	0	26	23	156	31	5	3	5	0	4	4	19	0	3	5	0	5	5	0	1	2	1	3	6
MYCBPAP	0	0	0	0	1	0	0	0	3	0	0	1	1	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0
MYCT1	0	0	1	0	1	0	4	0	4	1	1	0	11	0	4	1	7	0	3	0	0	3	0	0	0	0	0	0	0
MYH4	0	0	0	0	4	0	0	3	0	0	2	3	6	0	0	0	13	0	1	0	1	0	0	1	0	0	0	1	1
MYL2	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	18	0	3	0	0	5	0	0	0	0	0	0	0
MYL4	0	0	0	0	1	0	2	2	2	1	2	0	6	0	0	0	11	0	0	1	1	0	0	0	0	0	0	0	2
NAA30	0	0	0	0	2	0	0	0	5	4	0	0	17	2	2	0	11	0	1	0	0	5	0	2	0	1	0	0	4
NAB2	21	9	25	22	26	2	10	28	29	8	25	14	1	3	6	1	6	10	19	32	4	11	14	17	20	14	5	24	46
NABP1	1	2	0	0	0	0	17	16	111	20	3	2	12	0	4	0	5	3	2	2	1	3	0	0	3	0	0	0	1
NAIF1	5	6	10	7	4	1	13	4	0	0	4	5	2	1	1	1	28	2	8	7	4	28	17	16	20	13	8	27	46
NAP1L3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBEAL1	3	0	4	5	1	0	14	9	18	19	0	4	39	4	15	3	16	0	9	3	1	4	0	0	0	2	0	1	2
NBPF1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NBR1	1	0	0	1	1	1	5	8	30	15	6	3	3	2	6	2	4	0	3	2	1	2	0	0	4	2	0	0	2
NCALD	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCKAP1	0	1	1	0	0	0	2	1	0	7	0	0	13	2	4	0	11	0	1	0	0	1	0	0	4	2	0	1	1
NCR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	1	1
NDC1	0	0	0	0	1	0	0	0	4	1	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
NDP	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	5	0	2	0	0	0	0	0	0	0	0	0	0
NDUFA6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB3	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NDUFB3.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NECAB1	2	2	8	1	10	2	2	6	14	24	6	6	9	16	26	11	15	0	11	10	6	15	2	13	9	7	1	2	11
NEDD1	0	0	0	0	0	0	0	1	6	6	0	0	8	1	3	4	4	0	1	0	0	0	1	0	0	0	0	0	0
NEIL3	14	9	26	33	22	4	22	24	6	7	24	10	4	2	16	6	182	2	44	23	14	49	40	22	41	24	21	27	69
NEK2	16	12	29	24	17	11	23	31	6	13	32	22	5	0	6	7	278	5	54	38	11	60	26	19	39	30	25	46	70
NFATC2IP	0	0	1	2	0	0	3	1	0	0	0	0	22	0	2	1	66	0	0	0	0	2	0	0	0	0	0	0	1
NFIB	0	0	1	0	1	0	0	0	2	0	0	2	6	0	7	1	31	1	5	0	0	3	0	0	1	0	0	0	0
NFIL3	0	2	0	1	0	0	4	2	21	2	0	0	6	1	1	1	14	0	0	0	0	0	0	0	0	0	1	0	0
NFKB2	0	0	0	0	0	1	2	3	1	0	0	0	0	0	0	0	5	0	0	0	0	2	2	0	1	1	0	0	1
NHSL2	2	0	3	0	3	1	11	6	2	0	0	0	21	4	9	6	50	0	6	4	0	6	1	0	0	1	1	0	1
NIPAL2	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	6	0	2	0	0	1	0	0	0	0	0	0	0
NIPSNAP1	0	0	0	0	1	0	2	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
NIT2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
NKAIN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
NKTR	9	6	27	10	48	5	20	24	80	42	16	13	20	19	41	9	27	4	27	6	7	14	12	13	23	4	9	7	29
NLK	0	0	0	0	0	0	1	3	7	9	3	0	6	1	4	2	22	1	2	0	0	5	0	0	0	2	0	0	1
NLRP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
NME1.NME2	29	27	45	39	42	11	60	56	1	6	88	45	7	8	16	21	488	20	107	59	16	106	60	38	71	35	42	56	128
NME7	2	0	2	0	13	1	8	2	16	17	11	7	4	7	7	5	5	0	0	11	0	2	4	4	4	4	0	4	6
NME8	0	0	1	0	0	0	0	0	5	0	0	0	6	3	2	2	3	0	2	0	1	0	0	0	0	0	0	0	0
NMI	3	0	0	1	0	0	15	13	93	28	0	4	10	3	5	2	0	1	1	2	0	2	0	0	2	0	0	1	0
NMNAT1	0	0	0	0	6	0	0	0	1	0	6	0	0	1	3	0	15	1	1	0	0	0	0	0	0	0	0	0	0
NMUR1	10	8	14	7	14	7	18	18	2	2	24	11	9	0	4	3	145	6	24	16	13	51	27	31	30	32	23	38	67
NOL11	1	0	0	0	0	0	0	4	10	3	2	0	12	1	1	2	10	0	0	0	0	0	0	0	0	0	1	0	0
NOTO	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	5	0	0	0	0	2	1	0	2	0	0	1	0
NPHP1	0	0	2	0	0	0	4	2	3	0	0	0	9	5	8	4	20	0	9	0	1	1	0	0	0	0	0	0	0
NPM2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	2
NPPB	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
NPPC	9	1	12	4	11	4	21	8	9	3	18	8	311	19	162	35	793	4	274	11	3	26	3	1	1	1	0	3	2
NPR3	0	1	0	0	0	0	1	0	0	0	1	0	7	1	3	0	9	0	0	0	1	7	0	0	0	0	0	0	0
NPSR1	0	0	2	1	0	0	2	4	1	0	2	3	7	0	8	3	44	1	12	6	1	2	0	0	0	0	0	0	0
NPY2R	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
NR2F1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0
NSRP1.1	0	0	0	0	1	0	0	0	0	0	0	1	9	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	2
NT5C3B	0	0	0	0	0	0	1	1	1	0	0	0	7	0	1	1	6	0	1	0	0	0	2	0	0	0	0	0	0
NUDT9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	5	0	1	0	0	1	2	1	0	0	0	0	1
NUP160	0	0	0	0	0	1	0	7	9	2	4	2	16	1	9	4	12	0	0	1	1	3	1	0	0	0	0	0	1
NXNL2	0	0	0	0	1	0	5	2	1	0	1	1	8	0	4	0	15	0	3	0	1	3	1	3	3	1	1	3	4
NXPH2	0	0	1	0	0	0	0	1	1	1	0	1	10	1	5	0	33	1	5	1	0	1	0	1	0	0	0	0	0
ODF2L	51	28	122	59	62	22	61	61	210	137	59	46	326	80	127	52	358	20	155	72	32	172	115	74	135	64	60	97	252
OGFRL1	7	2	0	1	2	1	39	37	224	39	1	1	7	6	2	0	5	1	1	0	0	9	4	7	5	3	3	2	5
OLFML1	0	0	1	0	2	0	7	6	0	1	0	1	16	3	6	1	36	0	8	0	0	2	0	0	0	0	0	1	1
OMA1	0	1	0	0	0	0	1	0	6	1	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OPHN1	0	0	0	0	2	0	5	2	6	4	0	1	7	1	2	1	13	0	0	2	0	0	0	0	1	0	0	0	0
OPN1LW	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0
OR10A2	0	0	0	0	0	0	0	0	0	2	2	0	10	0	2	0	8	0	0	0	0	1	0	0	0	0	0	0	0
OR10AD1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	1	0	2	0
OR12D3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
OR2S2	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OR2W3	0	0	0	0	2	0	3	1	1	0	0	0	1	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0
OR2Y1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OR5M9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
OR6B1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
OR6C2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR8B8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0
OSCAR	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	1
OTUD7B	0	0	2	0	3	0	0	1	0	3	0	0	5	1	4	1	17	0	4	0	0	2	0	1	0	0	0	1	0
OTULINL	0	0	0	0	0	0	1	0	7	2	1	0	6	0	0	0	10	0	2	0	0	0	0	0	0	0	0	1	0
PAGE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PAGE5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAIP2B	0	0	0	0	0	0	0	1	0	1	0	0	12	0	3	0	6	0	4	0	0	3	0	0	0	0	0	0	0
PALM3	0	0	1	0	2	0	0	1	0	0	2	1	6	0	0	0	8	0	2	0	0	1	1	0	1	3	0	0	0
PAPOLB	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2
PAQR7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
PARD6B	0	0	0	0	0	0	3	1	0	0	0	0	4	1	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0
PARK7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PARP14	3	2	1	0	4	1	48	41	481	175	3	4	11	4	10	5	11	6	4	2	2	9	3	4	3	1	1	2	5
PARP16	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	1	0	0	2	1	0	0	0	0	0	0
PARPBP	0	0	0	0	0	0	2	1	4	2	0	0	9	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0
PARVG	0	0	1	0	0	0	2	2	3	2	2	1	6	1	0	0	9	0	1	0	0	2	1	0	1	0	0	2	2
PAX1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	6	0	1	1	1	4	0	0	0	0	2	0	0
PCDH11X	0	0	0	0	0	0	0	0	0	0	0	0	6	1	4	2	1	0	3	0	0	0	0	0	0	0	0	0	0
PCDH20	0	1	1	0	1	1	1	0	2	0	0	0	13	3	6	1	1	0	1	0	0	4	0	0	0	0	0	1	0
PCDHB12	0	1	0	0	4	0	1	1	0	0	0	0	0	0	1	0	3	0	1	0	1	8	0	0	1	1	0	0	0
PCLO	3	0	1	4	1	1	4	2	7	0	5	3	33	8	28	15	49	0	17	3	0	9	0	0	1	1	0	0	2
PCMTD2	0	1	0	0	0	0	0	5	17	6	3	2	13	3	6	5	19	0	6	2	1	0	1	0	1	0	0	0	2
PCNX1	0	0	1	0	1	0	12	3	13	2	0	0	17	2	4	2	21	0	8	4	0	2	1	1	0	0	0	0	2
PDE4C	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	4	0	0	0	0	1	1	0
PDE4DIP	30	10	67	52	29	35	283	85	138	48	72	75	1499	89	714	75	2128	23	638	59	19	337	53	33	39	28	26	34	54
PDE9A	6	3	7	6	7	1	8	9	0	0	12	2	1	0	5	5	60	2	13	11	2	26	5	6	10	10	11	17	21
PDK3	0	0	0	0	0	0	0	0	2	0	0	0	4	0	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0
PDLIM1	0	0	0	0	0	0	2	0	5	0	0	0	1	0	1	0	8	0	2	0	1	1	1	1	0	0	0	0	0
PDP1	0	0	0	0	1	0	1	3	2	2	0	0	7	2	6	2	19	0	8	2	1	1	1	0	1	0	0	0	1
PDYN	0	1	1	1	2	0	0	0	0	0	2	2	9	0	1	0	26	0	1	2	0	1	0	0	0	0	0	0	0
PELI1	0	1	1	0	0	0	0	8	41	7	0	0	2	2	0	0	2	0	0	0	1	1	2	0	0	0	0	0	1
PES1	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1	0	4	0	0	0	0	4	0	0	1	0	0	0	1
PEX26	12	12	21	22	24	7	39	21	2	3	14	19	4	1	2	5	123	2	28	21	12	52	27	23	34	15	10	31	64
PEX3	0	0	0	0	0	0	0	0	0	0	0	0	9	0	4	3	2	0	2	0	0	2	0	0	0	0	0	0	0
PF4	9	7	14	14	13	10	30	39	29	33	17	39	542	38	298	79	1259	7	388	26	4	35	3	2	7	1	2	3	11
PFN3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
PFN4	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	1	4	0	4	1	0	0	0	0	1	0	0	0	0
PGF	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PGLYRP1	0	0	0	0	0	0	1	2	1	0	1	0	3	0	0	0	3	0	1	0	0	1	0	1	1	0	1	0	2
PHB	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PHB.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	1
PHEX	1	0	0	2	0	1	4	1	0	0	0	0	22	3	3	0	16	0	2	0	0	1	1	0	0	0	0	1	0
PHF8	0	0	2	0	1	0	2	5	6	7	7	5	4	0	2	0	26	0	5	1	1	1	2	2	1	4	0	1	3
PHKA1	0	0	1	0	0	0	6	1	0	0	0	0	15	1	3	1	17	2	3	0	0	3	0	1	0	0	0	1	1
PIGN	1	0	2	0	1	0	3	4	3	2	0	0	17	1	8	4	8	0	3	1	0	2	1	0	0	0	0	0	1
PKM.1	0	0	0	0	1	0	2	2	8	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1
PLA2G12A	0	0	0	0	3	0	2	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
PLBD1	6	3	1	1	2	0	46	63	401	42	0	2	7	14	1	1	1	3	10	7	0	7	3	1	4	2	2	5	4
PLBD2	3	0	1	2	2	0	3	8	4	1	2	6	38	1	16	7	85	3	12	2	2	11	2	2	2	3	1	2	9
PLCB1	0	0	1	1	0	1	2	11	4	0	0	4	22	5	13	3	15	2	4	1	0	3	0	0	0	0	0	0	0
PLCL1	0	0	2	2	2	0	3	0	7	0	0	0	4	3	6	2	24	0	5	0	0	0	0	0	0	0	1	0	1
PLCZ1	0	0	0	0	1	0	4	0	0	0	0	0	0	1	2	2	11	0	0	2	0	0	0	0	0	0	0	0	2
PLEKHG4	0	0	0	0	2	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	5	0	1	0	0	0	0	0
PLEKHH2	0	0	2	0	1	0	2	1	1	2	3	0	16	2	9	4	21	0	1	2	0	0	0	0	0	0	0	0	0
PLK3	3	2	2	2	4	0	0	1	1	1	1	0	0	0	0	1	0	0	4	1	2	2	4	0	4	4	1	0	0
PLPPR1	0	0	0	0	0	0	0	0	0	0	4	0	15	5	5	3	12	0	5	0	0	1	0	0	0	0	0	0	0
PLSCR1	0	0	0	0	0	0	5	3	35	11	0	0	6	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
PMIS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
PNMA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
PNP.1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNPLA4	7	12	14	18	12	3	21	10	3	0	24	25	13	0	7	9	234	3	53	23	5	29	19	13	16	14	12	18	39
POLD4	0	0	0	1	5	0	1	0	0	0	2	0	0	0	0	0	0	1	2	1	0	3	4	0	2	0	2	1	9
POLE	0	0	0	2	1	0	0	1	1	2	1	0	3	1	1	1	15	0	2	0	0	2	0	0	0	0	0	1	3
POLE.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
POMC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
POPDC3	0	0	0	0	0	0	0	0	0	0	0	0	6	2	2	2	2	0	0	0	0	2	0	0	0	0	0	0	0
POTEG	0	0	0	0	0	0	2	1	0	0	1	1	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
POU1F1	24	16	130	88	47	86	438	190	126	62	93	100	985	56	779	91	2676	25	589	84	40	421	64	26	35	23	15	32	53
POU6F2	0	0	1	1	0	0	0	0	0	0	2	0	2	0	2	0	17	0	2	0	0	3	0	0	0	0	0	0	0
PPBP	12	3	3	1	3	0	66	88	740	166	1	1	18	23	4	3	4	2	7	11	0	3	4	2	1	1	1	2	2
PPID.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
PPIE	0	0	0	0	0	0	1	0	0	0	0	0	1	2	2	1	5	0	0	1	0	2	0	0	0	0	0	0	1
PPM1D	0	0	1	0	0	0	0	2	12	4	0	0	8	0	2	1	5	0	0	0	0	2	1	0	0	0	0	0	0
PPM1H	0	0	0	0	0	0	0	1	0	0	0	3	7	2	7	2	20	0	5	1	0	4	1	1	2	0	0	0	0
PPP1R17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R3F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
PPP1R42	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0
PPP2R5C	1	2	2	3	4	4	31	33	78	65	8	12	3	4	5	5	7	1	11	1	0	2	4	0	7	3	0	0	5
PRDM13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	1	0	0	0
PRDM6	0	0	1	0	0	0	1	0	0	0	0	1	6	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0
PREB	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2
PRKCG	0	1	1	0	0	0	2	2	0	0	0	0	2	0	0	0	12	0	0	2	1	0	0	0	0	0	0	0	0
PRKCI	0	0	1	0	0	3	1	3	4	1	4	1	21	2	8	1	32	2	9	3	0	2	0	0	0	0	0	1	1
PRL	0	0	0	0	0	0	0	1	4	0	1	0	1	1	2	2	6	0	2	1	0	2	0	0	0	0	0	0	0
PRM2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0
PRMT8	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
PRR15L	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	1	0	1
PRR27	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	10	0	0	0	1	0	0	0	0	0	0	0	0
PRR32	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2
PRRC1	0	0	1	1	0	0	1	0	0	2	1	0	11	2	2	5	17	0	5	0	0	2	0	0	0	0	0	0	0
PRRG1	0	0	1	0	0	0	2	1	3	0	0	0	17	1	7	0	15	1	1	2	0	2	0	0	0	0	1	0	0
PRSS50	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS55	0	0	1	0	0	0	2	0	0	0	0	0	6	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0
PSG1	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
PSMD3	22	12	25	28	24	6	31	42	5	6	41	27	11	1	12	11	557	10	62	37	14	82	36	22	39	25	37	50	86
PSMG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
PSTPIP2	0	0	0	0	1	0	1	6	37	10	2	2	5	1	5	3	8	0	4	0	0	2	0	1	0	1	0	0	0
PTAR1	0	0	0	0	0	0	0	1	4	3	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0
PTCRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0
PTEN	3	1	3	0	3	0	33	46	261	84	0	4	11	14	4	0	8	0	6	5	0	5	4	0	0	0	0	0	2
PTGDS	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	1	2	0	0	0	0	0	0
PTGS2	41	23	61	58	62	22	91	68	59	16	87	46	49	7	56	26	447	23	122	60	33	112	36	39	54	32	29	46	90
PTH	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRC	8	3	1	0	0	1	131	108	589	228	4	9	14	22	17	3	19	4	15	12	3	1	11	5	2	6	5	12	7
PTPRO	2	0	2	1	1	0	3	2	2	0	2	0	15	3	9	5	10	0	5	1	0	7	0	0	0	0	0	0	1
PTX3	0	0	0	0	0	0	0	0	9	3	0	0	0	0	0	0	5	0	0	0	1	2	0	0	0	0	0	0	2
PWP1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PYGL	0	0	0	0	0	0	3	11	67	13	0	0	3	4	5	0	4	0	2	0	0	1	1	0	3	1	0	0	5
QTRT2	0	1	1	0	0	0	2	0	2	2	0	1	10	0	1	2	7	0	1	0	0	1	0	0	0	0	0	0	2
R3HCC1L	0	0	0	0	3	0	0	0	3	3	0	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0
R3HDML	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RAB11A	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB9B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RALB	0	1	0	1	1	0	11	13	89	33	0	1	5	1	0	0	4	0	1	1	0	0	1	3	0	1	0	1	0
RALGAPB	0	0	1	0	0	0	12	6	11	6	6	3	21	1	7	5	16	0	4	2	0	2	2	2	0	2	0	0	2
RAP2C	0	0	0	0	0	0	2	1	9	4	0	0	3	0	0	0	4	0	0	0	0	0	2	0	0	0	0	1	3
RAPGEFL1	12	12	47	33	24	12	35	20	10	4	64	57	837	32	937	139	5099	18	603	87	14	82	28	21	44	19	27	35	67
RASA2	0	1	1	0	0	0	3	10	35	17	1	0	15	5	6	3	10	0	1	0	1	6	1	0	0	0	2	0	0
RASGEF1C	1	0	1	0	5	0	0	0	0	0	0	0	0	0	3	1	4	0	0	0	0	11	0	1	1	0	0	0	1
RASSF8	0	0	1	0	0	0	1	2	3	1	0	0	11	0	2	0	13	0	5	1	0	4	0	0	2	0	0	0	1
RBFOX1	0	0	0	0	0	0	3	0	0	0	0	0	7	1	3	1	9	0	3	0	0	1	1	0	0	0	1	0	0
RBM45	6	7	8	6	7	2	14	12	6	3	14	1	5	10	13	5	87	1	22	14	4	16	11	14	27	15	12	14	43
RBMS3	0	0	0	0	0	0	1	0	0	0	0	2	8	0	2	1	7	0	3	0	0	5	0	0	0	1	0	0	1
RBP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
RDH10	0	1	0	0	0	0	0	0	0	0	0	0	7	1	7	3	21	0	4	0	0	0	0	0	2	1	0	0	1
RDH16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
RESP18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	3	0	0	1	0	0	0	0
REV3L	4	3	3	5	6	5	18	12	44	50	13	3	67	10	19	11	66	1	19	10	7	22	5	6	12	12	4	6	28
REXO2	1	0	0	0	0	0	1	1	16	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
RF00001.1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RF00003	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RF00012.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
RF00012.8	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RF00012.15	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
