GENE	p_val	avg_logFC	pct.1	pct.2	p_val_adj
PSMD4	0.491181898	-0.49953501	0.5	0.25	1
R3HDM2	0.491181898	-0.64518498	0.3	0.417	1
SIN3A	0.491181898	-0.810688235	0.5	0.25	1
CSRNP1	0.491181898	-0.949166035	0.3	0.417	1
TMEM156	0.491181898	-1.031362198	0.3	0.417	1
MTSS1	0.492780736	1.150659303	0.1	0.25	1
CD244	0.492780736	0.513151591	0.1	0.25	1
ARSB	0.492780736	0.423319531	0.1	0.25	1
CCDC88C	0.493925796	1.024658254	0.6	0.333	1
NDFIP1	0.493925796	-0.380105193	0.6	0.333	1
TMEM183A	0.493925796	-0.457853252	0.6	0.333	1
ZNF410	0.493925796	-0.458437856	0.4	0.5	1
BCL2L2.PABPN1	0.493925796	-0.470874271	0.6	0.333	1
MAX	0.493925796	-0.936211188	0.4	0.5	1
X9.Sep	0.497907762	0.856415452	0.4	0.25	1
SLC25A20	0.497907762	0.425021097	0.4	0.25	1
VDAC1	0.497907762	0.418343016	0.4	0.25	1
RASSF1	0.497907762	0.410572788	0.4	0.25	1
CD47	0.497907762	0.39804166	0.4	0.25	1
LFNG	0.497907762	0.333178282	0.4	0.25	1
CSTB	0.497907762	0.275529004	0.4	0.25	1
AMD1	0.497907762	-0.412143729	0.4	0.25	1
GJA9	0.497907762	-0.466398896	0.4	0.25	1
PAPOLA	0.499296439	-0.346999749	0.7	0.583	1
TOMM70A	0.500661459	1.085535869	0.3	0.167	1
ZDHHC18	0.500661459	0.975600438	0.3	0.167	1
HDDC2	0.500661459	0.762471141	0.3	0.167	1
FLJ21616	0.500661459	0.718880981	0.3	0.167	1
CISD2	0.500661459	0.576445138	0.3	0.167	1
L3MBTL3	0.500661459	0.555740583	0.3	0.167	1
YEATS2	0.500661459	0.537193718	0.3	0.167	1
PPWD1	0.500661459	0.361331403	0.3	0.167	1
AGPAT3	0.500661459	0.342559385	0.3	0.167	1
RNASE4	0.500661459	0.334494331	0.3	0.167	1
IAH1	0.500661459	0.334168023	0.3	0.167	1
PIK3CD	0.500661459	0.327625229	0.3	0.167	1
SLC35A2	0.500661459	0.274103507	0.3	0.167	1
RAB7L1	0.500661459	-0.370444055	0.3	0.167	1
FAM63B	0.500661459	-0.408499234	0.3	0.167	1
CD96	0.500661459	-0.672392109	0.3	0.167	1
NACA	0.505414754	-0.658367995	0.7	0.75	1
X5.Sep	0.510664388	0.607423327	0.6	0.5	1
BUD31	0.510664388	0.321824388	0.6	0.5	1
DEGS1	0.515573311	0.862077034	0.4	0.333	1
FKBP11	0.515573311	0.717203964	0.4	0.333	1
NUB1	0.515573311	0.702313999	0.4	0.333	1
UBR4	0.516482539	0.981958209	0.7	0.5	1
POLR2B	0.516937044	-1.038911577	0.5	0.417	1
KMT2C	0.524413817	-0.93379489	0.9	0.5	1
SMIM15	0.528643615	-0.524331464	0.2	0.333	1
RPS29	0.528708493	-0.47529277	0.7	0.833	1
X7SK.115	0.529475538	1.023009392	0.5	0.333	1
LMBRD1	0.529475538	0.437658932	0.5	0.333	1
DDX60L	0.529475538	0.362288936	0.5	0.333	1
PSMB2	0.529475538	0.264804282	0.5	0.333	1
NRDE2	0.529475538	0.256070343	0.5	0.333	1
PRPS1	0.529475538	-0.272450628	0.5	0.333	1
EPS15	0.529475538	-0.615773729	0.4	0.417	1
CTDSP2	0.529475538	-0.731704033	0.5	0.333	1
BRWD1	0.529475538	-0.754148843	0.5	0.333	1
TGFBR2	0.529475538	-0.872608292	0.4	0.417	1
SENP6	0.529475538	-1.312396419	0.5	0.333	1
ARPC1B	0.529881118	0.356586006	1	0.667	1
MAMU.A2	0.530929089	-0.293822885	1	0.833	1
SLC4A7	0.533164739	-0.413776715	0.7	0.417	1
RNF19A	0.540491475	-0.316975494	0.6	0.333	1
COX17	0.540491475	-0.369343873	0.4	0.5	1
ATP5G3.1	0.540491475	-0.381831849	0.6	0.333	1
RILPL2	0.540491475	-0.547158132	0.4	0.5	1
DHX36	0.540491475	-0.558000506	0.6	0.333	1
IFI44	0.540578795	-0.587133382	0.3	0.417	1
DCAF6	0.540578795	-0.678485059	0.3	0.417	1
GZMB	0.540578795	-1.151951093	0.3	0.417	1
PEA15	0.54347544	0.297473102	0.2	0.083	1
ETV3	0.54347544	-0.260084679	0.2	0.083	1
FAM26F	0.54347544	-0.265766814	0.2	0.083	1
ASF1A	0.54347544	-0.277456344	0.2	0.083	1
PON2	0.54347544	-0.283844837	0.2	0.083	1
SLC37A1	0.54347544	-0.287063848	0.2	0.083	1
TARS2	0.54347544	-0.288964906	0.2	0.083	1
MFSD1	0.54347544	-0.294056036	0.2	0.083	1
TIMMDC1	0.54347544	-0.323875348	0.2	0.083	1
CHCHD6	0.54347544	-0.343764588	0.2	0.083	1
MTHFR	0.54347544	-0.355560634	0.2	0.083	1
TMEM87B	0.54347544	-0.381851095	0.2	0.083	1
VPS33B	0.54347544	-0.391294373	0.2	0.083	1
GCLC	0.54347544	-0.401010472	0.2	0.083	1
PM20D2	0.54347544	-0.403278807	0.2	0.083	1
UIMC1	0.54347544	-0.414694579	0.2	0.083	1
FBXO34	0.54347544	-0.431995962	0.2	0.083	1
PAM	0.54347544	-0.451797104	0.2	0.083	1
GBAS	0.54347544	-0.492432526	0.2	0.083	1
LRRC8D	0.54347544	-0.497067068	0.2	0.083	1
SPATA5	0.54347544	-0.509808287	0.2	0.083	1
AGTRAP	0.54347544	-0.554226242	0.2	0.083	1
LIN54	0.54347544	-0.561248308	0.2	0.083	1
KLHL5	0.54347544	-0.576945265	0.2	0.083	1
TSACC	0.54347544	-0.594361059	0.2	0.083	1
ABHD14A	0.54347544	-0.604027323	0.2	0.083	1
SEC24B	0.54347544	-0.661123028	0.2	0.083	1
PIGM	0.54347544	-0.794862075	0.2	0.083	1
BRAT1	0.54347544	-0.848549266	0.2	0.083	1
ZNF518B	0.54347544	-0.855484163	0.2	0.083	1
MAP3K4	0.54347544	-0.867972961	0.2	0.083	1
NR2C1	0.54347544	-0.914473881	0.2	0.083	1
PCK2	0.54347544	-0.984841572	0.2	0.083	1
GORASP1	0.54347544	-1.223291998	0.2	0.083	1
GNG2	0.549235823	-0.370277788	0.6	0.417	1
TOMM20	0.549235823	-1.012610622	0.5	0.5	1
RAP1GDS1	0.549809273	0.563281054	0.4	0.25	1
VDAC3	0.549809273	0.518195537	0.4	0.25	1
ASXL2	0.549809273	-0.32185831	0.4	0.25	1
IKBKG	0.549809273	-1.189690222	0.4	0.25	1
PSMD6	0.549809273	-1.528850793	0.3	0.333	1
PUM1	0.556155769	-1.079967932	0.6	0.5	1
NCOA2	0.559451704	2.160674554	0.3	0.167	1
UBR2	0.559451704	1.024960331	0.3	0.167	1
PEX6	0.559451704	0.839995567	0.3	0.167	1
CBLL1	0.559451704	0.554918974	0.3	0.167	1
CIAO1	0.559451704	0.388309946	0.3	0.167	1
LEPROTL1	0.559451704	0.317170076	0.3	0.167	1
ACBD3	0.559451704	0.310640824	0.3	0.167	1
MRPS28	0.559451704	0.287325976	0.3	0.167	1
RPA2	0.559451704	0.266887754	0.3	0.167	1
DIAPH2	0.559451704	0.265697071	0.3	0.167	1
FBXO5	0.559451704	-0.276567399	0.3	0.167	1
PQBP1	0.559451704	-0.451122871	0.3	0.167	1
ACPL2	0.559451704	-0.476945454	0.3	0.167	1
C12ORF41	0.559451704	-0.487323169	0.3	0.167	1
ZNF706	0.561587825	0.51675296	0.6	0.583	1
TOX4	0.56457068	0.266491709	0.5	0.417	1
PITRM1	0.566176343	1.994048146	0.4	0.333	1
GIMAP7	0.56898262	-1.038796448	0.7	0.667	1
ISG15	0.571329106	0.293973587	0.8	0.667	1
GAPDH	0.574073437	0.410979744	0.8	0.833	1
BTG1	0.574724309	-0.328857172	1	0.75	1
RICTOR	0.579011258	1.442837967	0.5	0.333	1
ELOVL1	0.579011258	0.493168291	0.3	0.5	1
KRR1	0.579011258	0.472245239	0.5	0.333	1
SNRPD2.1	0.579011258	0.258679581	0.5	0.333	1
SND1	0.579011258	-0.301225119	0.5	0.333	1
TIA1	0.579011258	-0.63118506	0.5	0.333	1
BACH2	0.579011258	-0.766202444	0.5	0.333	1
OSBPL8	0.579011258	-1.164184078	0.4	0.417	1
IMP4	0.585019527	-0.489451207	0.2	0.333	1
MRFAP1	0.589154465	-0.301855863	0.6	0.333	1
ATPIF1	0.589154465	-0.334649539	0.6	0.333	1
HOOK3	0.589154465	-0.623121865	0.6	0.333	1
PTPN22	0.589154465	-0.824192379	0.6	0.333	1
CYC1	0.592341677	-0.262902103	0.3	0.417	1
INPP4A	0.592341677	-0.350536868	0.3	0.417	1
CLDND1	0.592341677	-0.477440967	0.5	0.25	1
MAT2B	0.592341677	-0.573972907	0.3	0.417	1
TP53BP1	0.592341677	-0.598448217	0.5	0.25	1
STK17A	0.59680545	0.40728089	0.9	0.75	1
PRKDC	0.597189723	1.040559732	0.6	0.417	1
SMN1	0.597189723	0.72258797	0.6	0.417	1
PSME4	0.597189723	0.339389059	0.6	0.417	1
RAB3GAP2	0.597189723	0.268147548	0.6	0.417	1
SEC62	0.597189723	-0.58020355	0.5	0.5	1
MSL2	0.603538603	0.340136469	0.6	0.5	1
HDAC1	0.604244445	0.25236531	0.4	0.25	1
EIF1B	0.604244445	-0.272222822	0.4	0.25	1
ERAP1	0.604244445	-0.34694623	0.4	0.25	1
IFRD1	0.604244445	-0.351246105	0.4	0.25	1
PLAGL1	0.604244445	-0.399120463	0.4	0.25	1
SENP5	0.604244445	-0.480624395	0.3	0.333	1
TNFRSF10D	0.604244445	-0.54612623	0.4	0.25	1
DLG3	0.604244445	-0.615100976	0.4	0.25	1
RTCA	0.604244445	-0.780114979	0.4	0.25	1
TDG	0.604244445	-0.809696409	0.3	0.333	1
GIMAP4	0.608516395	-0.773100315	0.6	0.583	1
ARPP19	0.614217581	1.277987374	0.3	0.25	1
GPATCH3	0.614217581	0.953866232	0.3	0.25	1
CMPK1	0.614217581	0.93275621	0.3	0.25	1
SRPK2	0.615284526	0.486307871	0.8	0.583	1
KIF14	0.615284526	0.307867254	0.7	0.667	1
SRSF3	0.615284526	-0.27260063	0.6	0.75	1
RPL24	0.618941103	-0.329609692	0.7	0.833	1
LAPTM5	0.618941103	-0.496740681	0.9	0.667	1
KLF6	0.618941103	-0.895141177	0.9	0.667	1
ZNHIT1	0.6190483	0.871688803	0.4	0.333	1
LNPEP	0.6190483	0.75923477	0.4	0.333	1
BCAP31	0.6190483	0.730920544	0.4	0.333	1
SLC25A38	0.6190483	0.484213696	0.4	0.333	1
TARDBP	0.6190483	0.399590425	0.4	0.333	1
KAT6A	0.6190483	0.306158425	0.4	0.333	1
PPP3CC	0.6190483	0.279008923	0.4	0.333	1
TMEM39A	0.619118992	-0.267722418	0.1	0.167	1
VPS72	0.619118992	-0.278665243	0.1	0.167	1
AZI2	0.619118992	-0.280720385	0.1	0.167	1
POLR3D	0.619118992	-0.280731028	0.1	0.167	1
FAM69A	0.619118992	-0.283840098	0.1	0.167	1
CRELD1	0.619118992	-0.289886256	0.1	0.167	1
snoU13.401	0.619118992	-0.291294941	0.1	0.167	1
PAXIP1	0.619118992	-0.303659388	0.1	0.167	1
C12orf4	0.619118992	-0.306595223	0.1	0.167	1
RPF2	0.619118992	-0.327205835	0.1	0.167	1
LYPLAL1	0.619118992	-0.342547296	0.1	0.167	1
NEK7	0.619118992	-0.344469924	0.1	0.167	1
CMA1	0.619118992	-0.366477824	0.1	0.167	1
PPP1R21	0.619118992	-0.375753464	0.1	0.167	1
DDX55	0.619118992	-0.375892807	0.1	0.167	1
ZDHHC17	0.619118992	-0.399243057	0.1	0.167	1
SPTLC2	0.619118992	-0.407750458	0.1	0.167	1
MAP2K5	0.619118992	-0.420151915	0.1	0.167	1
DUS4L	0.619118992	-0.428353297	0.1	0.167	1
HEXB	0.619118992	-0.432660354	0.1	0.167	1
ARF3	0.619118992	-0.437698474	0.1	0.167	1
RFK	0.619118992	-0.447818407	0.1	0.167	1
ATP2A2	0.619118992	-0.466335426	0.1	0.167	1
POC1A	0.619118992	-0.495838047	0.1	0.167	1
NGDN	0.619118992	-0.506677068	0.1	0.167	1
HOOK1	0.619118992	-0.538947348	0.1	0.167	1
LMTK2	0.619118992	-0.546994053	0.1	0.167	1
ATRAID	0.619118992	-0.551049961	0.1	0.167	1
TBC1D23	0.619118992	-0.560953878	0.1	0.167	1
C8orf33	0.619118992	-0.619217311	0.1	0.167	1
PRMT6	0.619118992	-0.620187755	0.1	0.167	1
SESN1	0.619118992	-0.621765794	0.1	0.167	1
PGGT1B	0.619118992	-0.633082845	0.1	0.167	1
TMEM106C	0.619118992	-0.657784405	0.1	0.167	1
GNL2	0.619118992	-0.684094634	0.1	0.167	1
TGOLN2	0.619118992	-0.685243295	0.1	0.167	1
HSD17B11	0.619118992	-0.762525901	0.1	0.167	1
TATDN1	0.619118992	-0.767153893	0.1	0.167	1
GLB1	0.619118992	-0.799368274	0.1	0.167	1
HIP1R	0.619118992	-0.813497698	0.1	0.167	1
CALCOCO1	0.619118992	-0.818132626	0.1	0.167	1
CR2	0.619118992	-0.880800408	0.1	0.167	1
FNTA	0.619118992	-0.937590601	0.1	0.167	1
THEMIS	0.619118992	-1.009195371	0.1	0.167	1
MGA	0.619118992	-1.028628936	0.1	0.167	1
DTX3	0.619118992	-1.099008454	0.1	0.167	1
TM7SF3	0.619118992	-1.105299613	0.1	0.167	1
TMEM106B	0.619118992	-1.227718941	0.1	0.167	1
GUSB	0.619118992	-1.521585652	0.1	0.167	1
ADPGK	0.619118992	-1.605236092	0.1	0.167	1
NBAS	0.619118992	-1.626568145	0.1	0.167	1
NPRL2	0.619118992	-1.647929363	0.1	0.167	1
FIG4	0.619118992	-1.710640784	0.1	0.167	1
PLK2	0.619118992	-1.807991417	0.1	0.167	1
SFMBT1	0.619118992	-1.985412375	0.1	0.167	1
KMT2E	0.620533215	0.409332666	1	0.75	1
RPS17L	0.620533215	-0.48620144	1	0.75	1
RPL21	0.620829527	-0.358350248	1	0.833	1
KIAA0232	0.621403036	-0.270413028	0.2	0.25	1
BRWD3	0.621403036	-0.286257852	0.3	0.167	1
GLRX	0.621403036	-0.293179612	0.3	0.167	1
WDR6	0.621403036	-0.316691318	0.3	0.167	1
TMED4	0.621403036	-0.354624117	0.3	0.167	1
MED21	0.621403036	-0.383493575	0.3	0.167	1
PAIP1	0.621403036	-0.398018244	0.3	0.167	1
KLHL2	0.621403036	-0.402016019	0.3	0.167	1
CD55	0.621403036	-0.404887182	0.2	0.25	1
MED30	0.621403036	-0.405047803	0.2	0.25	1
ZBTB2	0.621403036	-0.406102908	0.2	0.25	1
NR3C1	0.621403036	-0.451629376	0.3	0.167	1
MTERFD1	0.621403036	-0.488317166	0.2	0.25	1
SASS6	0.621403036	-0.49842662	0.3	0.167	1
TNIP1	0.621403036	-0.500636012	0.2	0.25	1
NSUN5	0.621403036	-0.520550834	0.3	0.167	1
ZRSR2	0.621403036	-0.590295735	0.2	0.25	1
MPC1	0.621403036	-0.61099186	0.2	0.25	1
TXK	0.621403036	-0.658901847	0.3	0.167	1
EIF2D	0.621403036	-0.668134725	0.3	0.167	1
DECR1	0.621403036	-0.698710399	0.2	0.25	1
NUDT9	0.621403036	-0.904924425	0.2	0.25	1
ATG5	0.621403036	-1.111325426	0.2	0.25	1
ZNF281	0.621403036	-1.177577072	0.3	0.167	1
YIPF3	0.621403036	-1.431364596	0.2	0.25	1
PARP8	0.630621498	1.240935777	0.4	0.417	1
CNOT4	0.630621498	0.250993377	0.5	0.333	1
C3H21ORF91	0.630621498	-1.017278585	0.4	0.417	1
CAPN7	0.639746335	-0.346867984	0.4	0.5	1
TRAF3IP3	0.639746335	-0.968626173	0.4	0.5	1
PFDN5	0.641075213	0.679958123	0.9	0.583	1
METAP2	0.646962031	-0.330867369	0.6	0.417	1
PNPLA8	0.646962031	-0.499914762	0.5	0.5	1
GPRIN3	0.646962031	-0.750351097	0.5	0.5	1
KIAA1033	0.646962031	-1.56768537	0.5	0.5	1
DAZAP2	0.652655571	-0.307300029	0.6	0.5	1
GBP1	0.652655571	-0.652321028	0.6	0.5	1
SPEN	0.652655571	-0.870291483	0.6	0.5	1
SOD1	0.652655571	-0.949026334	0.6	0.5	1
DENND4A	0.66056143	-0.684059242	0.6	0.667	1
UBR5	0.66056143	-1.243410295	0.8	0.5	1
VARS	0.660975291	-0.335898253	0.4	0.25	1
XPO7	0.660975291	-0.429795561	0.4	0.25	1
SIVA1	0.660975291	-0.456524778	0.3	0.333	1
TMCO1	0.660975291	-0.458358169	0.3	0.333	1
ZCCHC9	0.660975291	-0.599871765	0.4	0.25	1
COX19	0.660975291	-0.676864072	0.3	0.333	1
ZUFSP	0.660975291	-0.904035614	0.4	0.25	1
WDR43	0.660975291	-1.126183775	0.3	0.333	1
RFWD2	0.660975291	-1.377920502	0.3	0.333	1
DGKA	0.663171523	1.287701649	0.6	0.75	1
COX5B	0.663171523	-0.52972021	0.7	0.667	1
BAT2L2	0.667863445	0.274527328	1	0.75	1
HNRNPAB	0.673968788	0.951015772	0.4	0.333	1
SLC25A24	0.673968788	0.522449466	0.4	0.333	1
AIM1	0.673968788	0.450264643	0.4	0.333	1
CSNK1G3	0.673968788	0.423201536	0.4	0.333	1
IMMT	0.673968788	0.278699828	0.4	0.333	1
PIAS1	0.673968788	-0.287002743	0.4	0.333	1
NIFK	0.674447513	1.189822412	0.3	0.25	1
FTSJD2	0.674447513	0.417288142	0.3	0.25	1
SRGAP2	0.674447513	0.386969072	0.3	0.25	1
SETD5	0.6840998	0.415608765	0.5	0.333	1
C7ORF59	0.6840998	-0.266481284	0.5	0.333	1
PIM2	0.6840998	-0.387690377	0.4	0.417	1
PARK7	0.6840998	-1.305133269	0.4	0.417	1
CD247	0.68616153	-0.255716601	0.3	0.167	1
TRMT1L	0.68616153	-0.256852426	0.3	0.167	1
MYL6B	0.68616153	-0.266689947	0.2	0.25	1
SDR39U1	0.68616153	-0.275665614	0.3	0.167	1
CHCHD5	0.68616153	-0.283432188	0.2	0.25	1
MEF2D	0.68616153	-0.284087002	0.3	0.167	1
GNPDA2	0.68616153	-0.300759567	0.3	0.167	1
SLC39A1	0.68616153	-0.318239112	0.2	0.25	1
DKC1	0.68616153	-0.329118768	0.2	0.25	1
ITGB1BP1	0.68616153	-0.340118897	0.2	0.25	1
TRAF5	0.68616153	-0.372518429	0.3	0.167	1
ATF6B	0.68616153	-0.392782198	0.3	0.167	1
TMEM71	0.68616153	-0.428674717	0.3	0.167	1
SELK	0.68616153	-0.433607554	0.2	0.25	1
ZNF827	0.68616153	-0.44174164	0.3	0.167	1
RBM6	0.68616153	-0.44891669	0.3	0.167	1
VMA21	0.68616153	-0.456115316	0.2	0.25	1
DLD	0.68616153	-0.46460544	0.3	0.167	1
LETMD1	0.68616153	-0.467358386	0.3	0.167	1
FBXO25	0.68616153	-0.477016738	0.2	0.25	1
GABPB1	0.68616153	-0.491561659	0.3	0.167	1
GALK2	0.68616153	-0.517527998	0.3	0.167	1
KIAA2013	0.68616153	-0.522352477	0.2	0.25	1
MRPL3	0.68616153	-0.530295522	0.3	0.167	1
CMAS	0.68616153	-0.536855498	0.3	0.167	1
ZNF92	0.68616153	-0.599061405	0.3	0.167	1
NDUFB5	0.68616153	-0.613559264	0.3	0.167	1
IGF2R	0.68616153	-0.625946392	0.3	0.167	1
SKAP2	0.68616153	-0.64598998	0.2	0.25	1
RP2	0.68616153	-0.649238367	0.2	0.25	1
EMC2	0.68616153	-0.665646182	0.3	0.167	1
SMPDL3A	0.68616153	-0.670887016	0.2	0.25	1
DTNBP1	0.68616153	-0.672725789	0.3	0.167	1
MMGT1	0.68616153	-0.684640973	0.3	0.167	1
SLAMF1	0.68616153	-0.70627276	0.3	0.167	1
EFHD2	0.68616153	-0.802958662	0.3	0.167	1
DHX30	0.68616153	-0.824842365	0.3	0.167	1
MZT2B	0.68616153	-0.840070702	0.3	0.167	1
TNK2	0.68616153	-0.905940034	0.3	0.167	1
AIFM1	0.68616153	-0.97105646	0.3	0.167	1
CEP120	0.68616153	-0.979678685	0.2	0.25	1
KIAA0141	0.68616153	-0.989472098	0.2	0.25	1
TUSC2	0.68616153	-1.09820698	0.3	0.167	1
TNFSF10	0.68616153	-1.117350824	0.3	0.167	1
RPS6KA1	0.68616153	-1.59527284	0.3	0.167	1
CMAH	0.68616153	-1.60964274	0.3	0.167	1
FDFT1	0.68616153	-1.648873427	0.3	0.167	1
DDX24	0.698365977	1.06733182	0.5	0.5	1
C8ORF59	0.698365977	-0.30434769	0.6	0.417	1
ZC3H11A	0.698365977	-0.621045239	0.5	0.5	1
PRKCQ	0.698365977	-0.699137896	0.5	0.5	1
ARAP2	0.698365977	-1.071199415	0.5	0.5	1
SNAPIN	0.69902805	-0.265652263	0.1	0.167	1
KLF3	0.69902805	-0.266600616	0.1	0.167	1
ZC3H12D	0.69902805	-0.268054734	0.1	0.167	1
FAM164A	0.69902805	-0.299070125	0.1	0.167	1
ELK4	0.69902805	-0.306998531	0.1	0.167	1
PTPN7	0.69902805	-0.30717369	0.1	0.167	1
SCARNA21.2	0.69902805	-0.331492694	0.1	0.167	1
SLC35A5	0.69902805	-0.333906947	0.1	0.167	1
NOTCH2	0.69902805	-0.342936909	0.1	0.167	1
RWDD3	0.69902805	-0.376486873	0.1	0.167	1
PNMA1	0.69902805	-0.391808799	0.1	0.167	1
TWISTNB	0.69902805	-0.509097905	0.1	0.167	1
FBXO30	0.69902805	-0.587069423	0.1	0.167	1
NSL1	0.69902805	-0.615517075	0.1	0.167	1
ZNF7	0.69902805	-0.616468562	0.1	0.167	1
MON1A	0.69902805	-0.785979745	0.1	0.167	1
ING3	0.69902805	-0.825715394	0.1	0.167	1
AP5Z1	0.69902805	-0.909126931	0.1	0.167	1
TMEM248	0.69902805	-1.084202577	0.1	0.167	1
CD40LG	0.69902805	-1.34216807	0.1	0.167	1
C15ORF57	0.69902805	-1.42236489	0.1	0.167	1
PIGY	0.702119278	-0.401813121	0.3	0.417	1
TAB2	0.70332671	0.749430757	0.6	0.5	1
NAA15	0.70332671	-0.615234419	0.6	0.5	1
BRD2	0.710206742	-1.224577966	0.6	0.667	1
TAGLN2	0.712476092	-0.600378886	0.7	0.667	1
HSP90AB1	0.715317042	-0.596586144	0.8	0.75	1
CCNL1	0.716552961	-0.473767517	1	0.75	1
SMAP2	0.718816361	-0.460666452	0.5	0.417	1
GBP3	0.719724086	-0.299943183	0.3	0.333	1
FUT8	0.719724086	-0.327307083	0.3	0.333	1
CYCS	0.719724086	-0.417495049	0.4	0.25	1
ERCC3	0.719724086	-0.515469987	0.4	0.25	1
NUP133	0.719724086	-0.54475055	0.3	0.333	1
MSL3	0.719724086	-0.621649431	0.3	0.333	1
HSPB11	0.719724086	-0.67333687	0.3	0.333	1
GPR171	0.719724086	-0.6967823	0.3	0.333	1
TBCC	0.719724086	-0.816165464	0.4	0.25	1
POLE4	0.719724086	-0.930692802	0.3	0.333	1
LIMS1	0.719724086	-0.956801115	0.4	0.25	1
POLR3GL	0.719724086	-1.049226605	0.3	0.333	1
TMED9	0.719724086	-1.062380479	0.3	0.333	1
GBP6	0.719724086	-1.335835272	0.3	0.333	1
BBX	0.719724086	-1.574062037	0.4	0.25	1
ERLEC1	0.72918311	0.518520808	0.5	0.583	1
PRRC2A	0.72918311	-0.385288026	0.5	0.583	1
FAM107B	0.72918311	-0.445537916	0.7	0.417	1
STK40	0.730684519	1.419634805	0.4	0.333	1
MDP1	0.730684519	0.297363765	0.4	0.333	1
OAS1	0.731638799	0.890787881	0.2	0.167	1
FAM50A	0.731638799	0.724396438	0.2	0.167	1
TTC24	0.731638799	0.629662095	0.2	0.167	1
TRAPPC12	0.731638799	0.553138059	0.2	0.167	1
MALSU1	0.731638799	0.5236606	0.2	0.167	1
UTP11L	0.731638799	0.510280035	0.2	0.167	1
METAP1	0.731638799	0.502569545	0.2	0.167	1
CENPE	0.731638799	0.499065996	0.2	0.167	1
NUDT1	0.731638799	0.48556755	0.2	0.167	1
DHRS1	0.731638799	0.455391077	0.2	0.167	1
C1H1ORF123	0.731638799	0.391407482	0.2	0.167	1
TCF7	0.731638799	0.336992216	0.2	0.167	1
RPAP3	0.731638799	0.328482259	0.2	0.167	1
DICER1	0.731638799	0.31619212	0.2	0.167	1
SNORA48.4	0.731638799	0.279764215	0.2	0.167	1
UBA6	0.731638799	0.252660629	0.2	0.167	1
DEDD	0.736839534	1.787204333	0.3	0.25	1
ACTR10	0.736839534	0.549794842	0.3	0.25	1
BCL10	0.736839534	0.485747685	0.3	0.25	1
DIP2A	0.736839534	0.484652457	0.3	0.25	1
TAF9	0.736839534	0.43358456	0.3	0.25	1
ERGIC2	0.736839534	0.403122088	0.3	0.25	1
RAB27A	0.736839534	0.377167796	0.3	0.25	1
SLC4A1AP	0.736839534	0.344691961	0.3	0.25	1
FAM208A	0.736839534	-0.482200535	0.3	0.25	1
PGRMC1	0.736839534	-0.602576479	0.3	0.25	1
DDIT3	0.736839534	-0.795336348	0.3	0.25	1
FYN	0.73913644	-1.070811505	0.9	0.583	1
LPIN1	0.739211487	-0.273236455	0.4	0.417	1
PDCD2	0.739211487	-0.394164253	0.4	0.417	1
G3BP2	0.739211487	-0.4049724	0.5	0.333	1
PPHLN1	0.739211487	-0.468835485	0.4	0.417	1
RAB8B	0.739211487	-0.474736882	0.4	0.417	1
CCDC174	0.739211487	-0.481766202	0.4	0.417	1
ACAP2	0.739211487	-0.571789581	0.4	0.417	1
LBR	0.739211487	-0.592034288	0.5	0.333	1
RNF7	0.739211487	-0.592857176	0.4	0.417	1
PBXIP1	0.751192247	0.449723516	0.6	0.417	1
SMEK1	0.751192247	-0.777258401	0.6	0.417	1
PHF1	0.753311148	-0.320812641	0.2	0.25	1
TAF1	0.753311148	-0.411000417	0.2	0.25	1
KLHL8	0.753311148	-0.443985173	0.2	0.25	1
KIAA0226	0.753311148	-0.48354705	0.2	0.25	1
GIMAP5	0.753311148	-0.53799234	0.2	0.25	1
SMAP1	0.753311148	-0.550374053	0.2	0.25	1
NSMCE2	0.753311148	-0.568629555	0.2	0.25	1
MRPS17	0.753311148	-0.61820146	0.2	0.25	1
COG2	0.753311148	-0.654956731	0.2	0.25	1
BRI3BP	0.753311148	-0.687782738	0.2	0.25	1
SEC11A	0.753311148	-0.747199805	0.2	0.25	1
WDR45	0.753311148	-0.85758554	0.2	0.25	1
DNAJB9	0.753311148	-0.948534273	0.2	0.25	1
IL12RB2	0.753311148	-1.031285155	0.2	0.25	1
EXOC1	0.753311148	-1.577820421	0.2	0.25	1
IL7R	0.755351265	0.595163598	0.6	0.5	1
GNB1	0.759628259	-0.601942005	0.3	0.417	1
SLC2A3	0.763012872	-0.320410342	0.8	0.583	1
MIER1	0.765389507	0.600848912	0.9	0.667	1
RPL21.2	0.766615372	-0.252044059	1	0.833	1
RPS12.1	0.766615372	-0.267450408	1	0.833	1
EEF1A1	0.766615372	-0.283053669	1	0.833	1
CCT4	0.77332154	0.39994363	0.5	0.417	1
NONO	0.77332154	-0.973327225	0.5	0.417	1
GAK	0.780177207	1.047755309	0.3	0.333	1
LAMTOR2	0.780177207	-0.39215271	0.4	0.25	1
NPTN	0.780177207	-0.496970529	0.4	0.25	1
DNAJA4	0.780177207	-0.503625658	0.4	0.25	1
ATP2B4	0.780177207	-0.583642795	0.3	0.333	1
SMAD3	0.780177207	-0.620260832	0.3	0.333	1
SNX14	0.780177207	-0.657155964	0.4	0.25	1
FAM76A	0.780177207	-0.734739697	0.3	0.333	1
CHD4	0.780177207	-1.115557995	0.4	0.25	1
TMEM59	0.780177207	-1.228718219	0.4	0.25	1
ZZZ3	0.780177207	-1.538902262	0.4	0.25	1
